TOP 500
293
163
3076
280
269
215
1263
32
261
30
3046
1269
203
288
2218
230
271
1239
1273
275
262
1823
1837
1854
1277
2220
1251
2216
1932
264
4027
1842
1242
746
2210
3404
2209
3411
12
1835
7557
7124
295
1818
1237
15
263
7921
1259
287
4973
4978
162
3818
2212
4637
2214
3213
3039
4020
4610
2227
1220
7125
6745
231
272
283
294
4619
1417
3102
4604
4633
166
278
2219
276
4017
2213
266
2221
4626
1235
3815
2206
1253
2205
2226
1078
4013
5422
1959
3410
7558
1836
2224
4611
4974
2222
1933
291
1069
3048
4636
1227
6510
7565
2217
1749
7828
1066
3405
3998
1845
4971
1816
595
290
9016
4620
4982
1853
4603
265
1193
9028
7835
7140
7138
6732
2064
598
4382
7842
1272
2114
1230
6736
277
1860
3049
7568
6752
7130
3136
4605
9011
1254
7127
547
7561
6878
4616
1833
4602
7929
3812
4045
1826
3413
7123
4005
7556
6777
9577
9019
2063
7559
7827
7918
214
4614
3408
4007
4972
7959
1212
1824
9025
4609
9027
9009
6755
7872
8989
2744
9030
7815
1938
7569
31
5559
7952
1396
1936
5969
7128
2728
7389
5
1228
6741
1830
8992
284
4981
2589
4026
2225
4
1819
7135
7129
3403
8995
4390
3052
1902
3063
1822
4048
4977
1834
788
2208
268
281
7137
6756
10758
7922
1946
6750
10036
7563
6018
7837
1241
7141
4608
1315
3135
25
731
4975
8999
325
4622
7949
1847
7916
3045
3071
1067
1266
7139
1852
1812
10781
1426
4630
1851
244
1208
7836
2714
1185
4049
1275
6328
4046
1219
1236
8525
7136
9761
1433
6737
7282
8993
1817
260
7143
5993
5165
6753
606
7838
2204
274
7562
3502
6751
1815
4004
1829
8774
9020
7840
4631
1931
1813
7956
1828
7133
7818
4601
4308
23
3503
4858
3409
6012
4632
9133
7870
6757
14037
9022
9631
270
2755
9017
6876
11657
9633
10743
8326
7564
5961
7819
2689
7873
4638
4368
7960
9130
602
7122
7131
1310
9036
1855
9747
8994
4625
1439
5533
308
6509
1408
4970
279
7924
4852
9743
6505
6749
4629
596
9010
732
2065
4381
8776
1943
8997
3814
4639
7923
7338
4028
4306
1231
725
3806
9029
4612
2733
1224
2825
8818
7928
2228
9764
3504
457
5575
10759
5169
1416
1243
5981
3407
10249
9005
4386
4519
10745
3402
9755
2207
1432
9007
418
9032
8817
1223
9002
425
9749
1314
2231
3
1434
6485
313
6511
6503
7839
5544
3827
11666
1428
7829
9762
2688
1217
10
11664
6506
6742
1958
7868
8
4607
33
2116
5167
1268
273
7288
3400
9745
220
7866
26
5340
10762
4391
15985
7419
7
444
2013
4634
10432
9751
2737
1843
1409
4373
4011
1214
3501
5552
8990
1961
6735
8816
9769
11408
7011
7919
3406
8996
2103
12565
9420
7871
7567
1189
2709
1221
3212
8777
7821
6512
9000
9008
6001
4618
7820
1232
1068
9419
600
1748
11020
