TOP 500
293
163
3076
280
269
30
32
215
1263
261
203
288
1269
230
3046
2218
275
271
1273
1239
262
264
1837
1823
1854
1932
3404
4027
2216
746
1842
1242
1251
1818
7557
1277
2209
2220
15
12
1259
295
4978
2210
3411
1237
4020
162
294
7921
2214
287
4973
263
2212
7124
4637
4610
3102
283
3213
2227
1417
3818
1835
272
7125
1220
3039
3048
231
1235
4619
4974
6745
266
3410
276
4604
4013
2221
166
1749
278
2206
2222
7558
1933
2213
4633
7565
2219
2217
4382
2205
3815
4626
1959
5422
7835
2226
290
1066
1253
1078
1069
4017
291
6755
6732
7828
4602
7568
4616
1272
1816
3136
5
4636
4971
4603
7929
4611
1836
277
3408
9028
1254
1193
4605
265
6752
7827
7561
1845
7138
3812
1938
2744
3998
7918
9025
6878
595
7140
4005
9016
4982
3063
3413
3052
2589
6510
1315
4620
4972
2208
1826
1853
6736
4614
6777
4045
4007
1228
4390
1936
2064
7872
7559
1396
2224
1946
214
1227
547
3045
3049
4026
1230
4
3405
7123
9011
31
7922
7569
9577
9027
1860
4609
2114
1833
4608
598
1212
6018
7815
1219
7556
25
1824
1275
731
4601
6750
9019
1433
7130
1822
7128
8992
4048
6753
5961
3403
7836
1819
7959
788
7135
9133
1426
5559
6737
7842
10743
6741
8995
3071
9030
4308
4975
2728
5969
2225
10036
7952
3503
8989
7139
7389
4046
284
7127
9022
268
7838
1208
732
1834
7563
2755
2063
5165
6756
7819
3409
2714
9009
8525
7818
10781
1241
4622
4028
1408
1829
7129
1931
1236
1817
1813
10758
7141
11657
7143
7916
325
7837
6012
3
3502
5993
1852
7839
244
7923
725
281
7338
1812
2204
4977
4630
1310
4981
274
308
5981
4049
7137
2207
1416
5169
2733
4631
1902
1185
1815
3806
1830
4852
8999
4004
10745
1067
1847
3402
23
3135
4632
1439
4858
2228
9747
9020
7873
4629
6506
9005
273
6751
7870
1409
7122
205
1231
7282
6328
7960
7136
9130
1266
2689
5544
7564
260
2734
6757
3407
7832
7840
606
8993
9633
3827
1855
1434
4381
9761
2737
8997
1243
10249
10759
6505
5340
1223
6749
9631
4373
1851
220
1432
8
596
6503
9036
1314
6001
8326
8818
4386
2116
7562
1828
5533
6009
7133
1419
3504
8774
425
5552
10
9762
7868
7919
10774
3501
1943
4970
270
7821
602
7829
304
4391
418
9764
444
2825
4011
14037
9120
1234
6509
11408
4638
5911
3506
3811
7131
4625
1214
9029
7949
26
11666
4634
7820
4628
313
279
3997
6511
457
2231
730
7924
7011
1843
4859
6743
5575
33
6742
1268
7
7871
1423
4200
1428
2709
10775
9128
4035
9121
5556
8776
1224
7866
2177
9419
6876
4306
2688
1189
9017
1430
9000
4368
1961
8994
7928
10786
8817
6485
9008
9671
4607
1068
5469
740
4618
7823
9632
9745
4856
9127
10761
9755
3212
1956
11664
7925
402
12051
1403
